代码	名称	涨幅%	现价	涨跌	涨速%	开盘%	开盘换手Z	量比	涨跌数	涨停数	跌停数	3日涨幅%	总金额	开盘金额	换手%	换手Z	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	开盘昨比%	连涨天	昨涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	
880745	NMN概念	0.05	1727.69	0.85	-0.01	0.15	          0.02	  1.14	15|11	1	0	0.31	661298.19	5325.55	          3.29	          4.86	          1.88	          0.23	5164.49	1792.90	   0.01	0.70	5	0.10	1.17	0.32	0.31	6.42	
880644	DRG-DIP	0.04	1300.61	0.48	0.02	-0.23	          0.02	  0.91	15|5	0	0	-1.99	390077.66	3623.34	          1.95	          2.55	          2.51	          0.25	4059.60	-23436.08	  -0.15	0.91	1	-0.94	-1.36	-2.16	-3.88	-3.69	
880571	碳纤维	0.03	2767.61	0.94	0.00	-0.01	          0.03	  0.94	33|38	1	0	-1.18	4408791.50	35408.94	          3.25	          5.92	          2.10	          0.50	38440.14	-190423.34	  -0.14	0.78	1	-1.76	0.81	-2.87	1.94	17.55	
880660	工业软件	0.03	1396.29	0.40	0.00	-0.18	          0.02	  0.70	18|16	0	0	-3.83	1327295.13	14140.96	          2.24	          3.38	          2.58	          0.67	14193.87	-1300.81	  -0.00	0.88	1	-2.22	-3.39	-6.62	-5.49	7.92	
880501	含H股	0.01	2331.71	0.27	0.00	-0.05	          0.01	  0.96	82|95	2	0	-0.39	26758684.00	211384.41	          0.74	          2.80	          1.98	          0.10	220166.55	-131095.75	  -0.00	0.84	1	-0.49	0.59	0.15	0.50	1.59	
880798	超级电容	-0.03	2580.39	-0.83	0.04	0.19	          0.02	  0.83	20|18	0	0	-2.25	3198421.50	22778.78	          3.14	          5.33	          2.75	          0.73	36441.70	-66784.05	  -0.06	0.68	-4	-1.68	-0.31	-3.38	5.52	15.61	
880624	新型城镇	-0.03	1265.34	-0.41	0.03	-0.10	          0.04	  1.02	83|117	4	1	-1.08	5908091.00	76032.89	          3.22	          6.29	          2.28	          0.19	55715.43	-125074.84	  -0.07	1.13	-4	-0.19	0.80	0.54	1.84	7.30	
880717	C2M概念	-0.05	2135.63	-1.08	0.04	-0.11	          0.02	  1.02	17|17	0	0	-1.83	796043.56	5603.53	          2.90	          5.08	          2.36	          0.29	7791.67	-6687.67	  -0.02	0.61	-4	-1.39	-1.39	-2.29	-4.14	8.42	
880950	军民融合	-0.05	1861.77	-0.95	0.02	-0.02	          0.02	  0.74	100|90	1	1	-3.97	8875305.00	65283.00	          2.70	          4.31	          3.04	          0.64	111428.41	-199042.88	  -0.06	0.62	-4	-1.92	-3.36	-7.83	-1.96	10.67	
880697	飞行汽车	-0.08	1908.13	-1.50	0.01	-0.10	          0.02	  1.02	57|71	0	0	-2.46	5255878.00	33955.83	          2.34	          3.89	          2.16	          0.47	47108.10	-58702.03	  -0.03	0.63	-4	-1.26	-0.35	-4.77	-1.62	6.92	
880529	次新股	-0.08	951.75	-0.75	0.05	-0.43	          0.12	  1.07	59|58	2	0	-0.92	2677198.75	31761.04	         12.65	         12.11	          3.11	          4.42	34390.43	-102136.48	  -0.38	0.97	-3	-0.24	2.12	-1.17	1.42	-2.35	
880796	医废处理	-0.08	1207.91	-0.97	0.03	-0.06	          0.04	  1.15	16|23	1	0	-1.11	1265875.50	12072.80	          4.42	          7.45	          3.63	          0.48	18942.87	-24341.86	  -0.08	0.96	-3	-0.43	0.43	2.22	7.46	13.73	
880940	PPP概念	-0.09	609.16	-0.52	0.05	-0.04	          0.04	  1.09	67|101	3	2	-1.22	6441603.50	89464.80	          2.56	          5.02	          1.97	          0.14	52741.73	-482459.66	  -0.19	1.26	-3	-0.66	0.29	0.63	3.41	6.64	
880610	中俄贸易	-0.09	1601.88	-1.40	0.03	0.03	          0.02	  0.93	86|87	1	0	-1.68	3931707.50	32785.17	          2.22	          4.41	          2.73	          0.28	44396.54	-68171.77	  -0.05	0.79	-4	-0.56	-0.19	-2.03	0.51	6.88	
880688	新型工业化	-0.09	1687.01	-1.52	0.02	-0.15	          0.02	  0.91	139|142	3	2	-2.81	9272418.00	77543.40	          2.69	          4.36	          2.66	          0.67	101901.93	-320758.16	  -0.10	0.76	-3	-1.22	-0.36	-2.69	-0.76	8.24	
880738	数字孪生	-0.09	1920.56	-1.81	0.02	-0.19	          0.03	  0.84	93|98	1	0	-2.81	7461236.50	81597.59	          2.32	          3.87	          2.47	          0.43	76251.13	-368551.53	  -0.15	0.91	-4	-1.58	-1.85	-2.18	0.42	7.72	
880675	减速器	-0.10	2016.74	-2.06	0.02	-0.10	          0.01	  0.86	65|65	0	0	-2.66	3417182.50	22776.36	          2.26	          3.99	          2.51	          0.36	35493.48	-99767.34	  -0.06	0.66	-4	-0.89	-0.39	-4.14	-3.33	1.85	
880737	HJT电池	-0.12	1347.67	-1.65	0.06	-0.08	          0.04	  0.85	19|39	3	0	-2.06	3919775.00	38792.65	          5.19	          7.85	          2.31	          0.64	37560.32	-127253.71	  -0.13	0.81	-4	-1.04	0.23	-1.73	-1.64	21.72	
880759	换电概念	-0.14	1257.87	-1.81	0.00	-0.21	          0.02	  0.84	44|47	1	1	-2.58	3982259.00	35116.13	          2.44	          4.31	          2.61	          0.52	42939.19	6499.94	   0.00	0.75	-3	-1.45	-0.72	-0.37	3.84	13.26	
880974	烟草概念	-0.16	2329.19	-3.78	0.02	-0.05	          0.03	  0.91	15|15	0	0	-0.81	656860.94	5788.08	          2.47	          4.12	          2.19	          0.35	5958.60	-16541.08	  -0.07	0.70	-4	-0.28	0.32	-2.37	-1.44	7.99	
880744	汽车拆解	-0.17	1468.56	-2.44	-0.02	0.11	          0.03	  1.15	10|14	1	0	-2.04	1194085.00	10703.68	          3.88	          6.74	          2.38	          0.23	11753.47	-23159.35	  -0.08	0.82	-3	-1.24	-0.86	-1.09	3.66	15.99	
880736	工业母机	-0.17	1972.55	-3.30	0.03	-0.09	          0.03	  0.84	49|63	1	1	-3.63	6286698.00	63412.02	          2.64	          4.54	          2.25	          0.64	58628.91	-302575.22	  -0.16	0.85	-3	-1.56	-0.96	-3.46	3.06	14.63	
880583	充电桩	-0.18	5649.83	-10.24	0.01	-0.18	          0.03	  0.82	173|206	5	3	-3.10	22994996.00	211654.56	          2.63	          5.08	          2.42	          0.51	230753.89	-416885.16	  -0.06	0.83	-3	-1.94	-0.77	0.49	5.00	13.88	
880704	工业大麻	-0.19	996.28	-1.86	0.03	-0.10	          0.01	  0.94	28|21	0	0	-0.54	1033273.38	7561.79	          2.02	          3.22	          2.33	          0.17	9985.23	-19114.75	  -0.03	0.63	-3	0.00	0.83	-0.59	0.04	3.38	
880616	大飞机	-0.21	1749.48	-3.70	0.01	-0.07	          0.02	  0.85	59|91	1	0	-3.62	8394211.00	70290.82	          2.62	          4.45	          2.26	          0.49	78486.73	-438777.03	  -0.15	0.68	-4	-2.04	-2.40	-6.71	-1.47	17.40	
880754	培育钻石	-0.25	1837.62	-4.53	0.00	-0.12	          0.02	  0.75	6|12	0	0	-4.89	870206.25	4668.38	          3.24	          5.71	          3.12	          0.75	11204.20	-15198.82	  -0.06	0.46	-3	-2.51	-0.69	-8.21	1.90	17.78	
880585	风沙治理	-0.25	1275.30	-3.26	-0.03	-0.21	          0.02	  0.84	7|4	0	0	-2.32	278788.47	1495.52	          3.53	          5.30	          2.66	          0.27	3069.44	-8358.36	  -0.13	0.41	-4	-1.01	-1.75	-4.47	-1.41	3.82	
880584	石墨烯	-0.27	2509.72	-6.76	0.07	0.08	          0.04	  0.97	41|53	1	0	-1.06	6291992.50	65143.59	          3.80	          6.29	          2.21	          0.52	57622.94	-241332.84	  -0.14	0.87	-3	-0.48	1.60	-0.37	6.51	17.43	
880534	锂电池概念	-0.27	3433.45	-9.43	0.03	-0.12	          0.03	  1.03	248|321	5	1	-1.25	40765544.00	366319.72	          3.61	          6.01	          2.02	          0.61	341606.41	-640287.56	  -0.05	0.88	-3	-0.42	1.56	-0.77	4.04	14.07	
880560	高端装备	-0.28	2903.53	-8.05	0.02	0.17	          0.04	  1.11	147|204	4	1	-2.72	21120820.00	261080.30	          3.64	          6.38	          2.04	          0.47	178831.36	-1067351.25	  -0.17	1.15	-4	-1.15	-0.95	-3.84	1.23	15.47	
880614	绿色建筑	-0.28	1333.43	-3.77	0.02	-0.06	          0.02	  0.99	31|40	1	1	-1.25	2697174.75	23827.85	          2.23	          4.16	          2.04	          0.22	22865.92	-170533.58	  -0.17	0.96	-4	-0.09	0.14	-0.90	0.81	15.49	
880724	地下管网	-0.28	1433.96	-4.08	0.00	-0.05	          0.01	  0.87	35|61	1	0	-1.66	1598600.50	11261.29	          1.83	          3.71	          2.34	          0.12	15487.18	-75893.25	  -0.09	0.63	-4	-0.66	-0.88	-1.57	0.11	4.80	
880633	汽车热管理	-0.30	1948.66	-5.80	0.02	-0.35	          0.02	  0.90	60|74	0	0	-2.56	5474287.00	47536.83	          2.32	          3.73	          2.19	          0.61	49636.15	-338328.38	  -0.16	0.77	-3	-1.17	0.33	-3.96	-0.85	8.20	
880975	有机硅概念	-0.30	2127.83	-6.38	-0.01	-0.00	          0.02	  1.00	19|29	1	0	-1.68	1900526.38	13808.81	          3.42	          6.27	          2.32	          0.57	18292.94	-59701.09	  -0.10	0.63	-3	-0.95	1.11	-1.70	3.96	12.87	
880611	核污染防治	-0.31	1490.15	-4.58	0.02	0.06	          0.04	  1.31	20|40	3	0	-0.78	2829435.00	33561.21	          3.34	          8.13	          2.21	          0.27	25943.65	-139452.11	  -0.16	1.11	-1	0.42	0.44	-0.08	5.06	14.39	
880553	页岩气	-0.32	2468.96	-7.81	-0.05	0.40	          0.01	  0.65	18|25	1	0	-2.31	3664606.50	40415.78	          1.33	          5.86	          2.65	          0.11	40192.41	-91989.51	  -0.03	0.89	-3	-1.73	-4.27	-3.08	11.76	28.48	
880746	国资云	-0.32	1824.48	-5.85	0.05	-0.41	          0.02	  0.76	27|24	0	0	-2.64	2969473.50	34716.35	          1.38	          3.92	          3.00	          0.23	36797.64	-89374.00	  -0.06	0.83	-2	-2.54	-1.07	-0.57	2.64	4.41	
880655	钙钛矿电池	-0.33	1131.52	-3.80	0.03	-0.02	          0.03	  0.84	32|57	2	0	-3.16	7055418.00	60516.73	          3.51	          5.17	          2.10	          0.46	61577.63	-453553.56	  -0.25	0.69	-3	-1.56	-0.12	-2.90	-0.99	23.09	
880731	新材料	-0.35	1759.93	-6.14	0.01	-0.09	          0.03	  1.04	156|231	3	1	-1.88	21515198.00	190182.58	          3.98	          6.57	          2.13	          0.63	190477.11	-970915.81	  -0.17	0.82	-3	-1.00	0.34	-3.25	3.00	17.28	
880605	装配式建筑	-0.36	1406.23	-5.11	0.03	-0.21	          0.02	  1.04	41|61	1	1	-1.13	2359622.00	24997.87	          1.91	          3.79	          2.41	          0.13	23537.46	-98075.19	  -0.09	0.94	-1	0.01	0.94	0.12	1.18	8.36	
880730	储能	-0.39	1904.04	-7.42	0.02	-0.06	          0.04	  0.96	340|484	9	5	-2.14	59667500.00	631477.31	          3.89	          6.81	          2.29	          0.53	565130.06	-312648.50	  -0.02	0.95	-3	-1.20	0.46	0.36	5.45	16.00	
880642	供销社	-0.41	1329.28	-5.43	0.02	-0.45	          0.03	  1.09	8|10	0	0	-1.10	770066.06	6231.97	          2.95	          4.35	          2.05	          0.26	6540.34	-3465.06	  -0.02	0.86	-1	0.11	-1.33	0.08	3.68	9.25	
880911	雄安新区	-0.42	1784.83	-7.46	0.02	-0.13	          0.04	  1.02	90|128	2	1	-1.67	9305822.00	118399.96	          2.46	          4.82	          2.20	          0.19	84913.36	-661850.50	  -0.20	1.18	-3	-0.82	-0.46	-0.76	1.43	8.70	
880502	含B股	-0.42	1364.74	-5.74	-0.04	-0.02	          0.02	  1.17	38|32	3	0	-0.75	2052987.75	23227.55	          2.04	          3.64	          2.60	          0.13	22060.65	-44582.14	  -0.04	1.24	-2	-0.63	0.63	-1.64	-0.61	1.21	
880912	外骨骼机器人	-0.44	1245.60	-5.51	0.04	-0.02	          0.05	  0.86	13|12	0	0	-1.62	1165913.25	16149.02	          3.22	          4.52	          2.15	          0.64	10375.58	-26379.26	  -0.08	1.29	-4	-0.48	0.12	-2.04	-2.11	13.23	
880706	分散染料	-0.45	881.92	-3.96	0.03	-0.05	          0.02	  0.87	8|12	0	0	-3.68	510371.75	3402.01	          3.40	          5.43	          1.89	          0.28	4007.01	-24223.43	  -0.16	0.64	-3	-0.98	-2.65	-5.93	-0.04	19.59	
880631	一体压铸	-0.45	1255.65	-5.70	0.05	-0.04	          0.02	  1.19	25|31	1	0	-2.38	1831020.38	13221.14	          3.06	          5.15	          2.02	          0.33	15313.51	-2485.09	  -0.00	0.75	-4	-0.64	-0.36	-3.04	-0.77	4.17	
880957	工业互联	-0.46	2440.22	-11.25	0.02	-0.21	          0.02	  0.91	158|196	0	3	-2.83	21106882.00	172332.55	          2.71	          4.31	          2.59	          0.45	226492.42	-743147.94	  -0.08	0.76	-4	-1.39	-0.96	-2.37	0.63	9.78	
880558	节能环保	-0.46	3834.23	-17.90	0.02	-0.02	          0.03	  0.94	122|214	2	0	-1.96	10693849.00	101051.22	          3.28	          5.72	          2.44	          0.39	108189.29	-320314.38	  -0.10	0.88	-3	-0.79	-0.39	-0.71	3.77	16.40	
880971	降解塑料	-0.47	1357.79	-6.47	0.01	-0.02	          0.02	  0.96	30|49	1	0	-0.91	3098422.75	24779.11	          3.01	          6.28	          1.86	          0.30	23904.46	-91240.34	  -0.08	0.78	-2	-0.72	0.77	-0.73	3.41	12.89	
880519	碳中和	-0.48	2054.17	-10.01	0.02	0.15	          0.06	  0.92	105|150	3	2	-1.85	16108729.00	239284.02	          4.01	          7.52	          2.31	          0.43	154222.59	-599312.81	  -0.16	1.38	-3	-1.17	-0.74	0.36	5.54	15.42	
880542	水利建设	-0.51	1902.30	-9.76	0.03	-0.09	          0.04	  1.02	89|156	3	1	-2.23	13351641.00	178050.84	          3.56	          7.01	          2.10	          0.29	116472.22	-904411.94	  -0.21	1.19	-4	-0.83	-0.74	-0.57	1.86	10.18	
880632	动力电池回收	-0.52	1121.29	-5.89	0.01	-0.07	          0.02	  1.12	36|53	1	0	-1.62	9628788.00	100701.32	          3.04	          5.12	          2.10	          0.64	83880.34	-35990.32	  -0.01	1.01	-3	-0.35	1.16	-1.15	3.62	12.15	
880634	含GDR	-0.53	1157.55	-6.20	0.01	-0.08	          0.01	  1.02	8|15	0	0	-0.35	3171506.50	20213.49	          1.73	          3.07	          1.66	          0.26	21934.70	-160045.16	  -0.08	0.65	-2	-0.36	2.52	-2.12	-1.39	10.25	
880926	垃圾分类	-0.55	1517.88	-8.33	0.03	-0.14	          0.03	  0.92	38|61	0	0	-2.07	2687946.50	24857.92	          3.09	          5.28	          2.48	          0.30	27585.33	-110059.11	  -0.13	0.84	-3	-0.83	-0.86	-0.99	2.30	8.25	
880922	钛金属	-0.55	2038.10	-11.25	0.04	-0.16	          0.02	  1.01	8|16	0	0	-3.15	1333577.25	8381.03	          3.35	          6.83	          2.06	          0.31	11395.58	-48692.12	  -0.12	0.61	-3	-1.46	-1.83	-5.29	7.04	24.29	
880524	含可转债	-0.56	1726.96	-9.66	0.01	0.00	          0.02	  1.01	161|193	2	0	-1.36	14692083.00	125244.13	          2.59	          5.09	          2.15	          0.31	131037.59	-313288.28	  -0.05	0.79	-3	-0.72	1.09	-1.43	0.11	5.91	
880525	高铁	-0.57	1567.59	-8.93	0.01	-0.05	          0.02	  0.97	52|78	0	0	-2.95	4511353.50	38872.50	          1.77	          3.48	          1.97	          0.12	36871.37	-224147.56	  -0.10	0.72	-3	-1.57	-1.52	-3.67	1.49	9.53	
880649	POE胶膜	-0.62	1025.04	-6.38	0.00	-0.06	          0.02	  0.86	9|20	0	0	-1.69	2368761.75	22048.47	          2.11	          5.60	          1.75	          0.39	17190.71	-108326.71	  -0.11	0.94	-3	-0.96	-0.00	-2.72	-1.43	16.35	
880909	燃料电池	-0.63	2575.70	-16.31	0.07	-0.06	          0.04	  1.00	90|119	0	3	-2.38	13173042.00	165242.08	          3.73	          7.02	          2.48	          0.43	135555.48	-737967.31	  -0.17	1.11	-3	-1.09	-0.30	-2.08	2.17	12.48	
880520	智能电网	-0.68	3670.98	-25.15	0.02	-0.12	          0.03	  0.77	104|164	4	2	-4.45	19138174.00	174299.59	          4.15	          6.62	          2.60	          0.94	205887.89	-363797.31	  -0.07	0.82	-3	-2.65	-2.85	1.23	7.16	22.06	
880629	MicroLED	-0.72	1832.89	-13.24	0.00	-0.27	          0.04	  0.95	23|43	0	0	-2.36	5901398.50	59606.50	          3.66	          4.59	          2.37	          0.51	57854.36	-455588.25	  -0.33	0.83	-3	-1.51	0.82	0.03	5.63	20.39	
880544	光伏	-0.74	4120.62	-30.91	0.02	-0.06	          0.04	  0.96	227|429	6	3	-2.46	43688208.00	495984.91	          3.87	          6.79	          2.24	          0.45	404848.63	-697987.06	  -0.06	1.00	-3	-1.45	-0.35	-0.58	4.30	18.37	
880638	TOPCon电池	-0.76	938.33	-7.22	0.03	-0.19	          0.03	  0.80	18|46	1	0	-2.56	4149017.50	33585.64	          4.49	          7.42	          2.54	          0.60	43611.75	-200070.86	  -0.16	0.67	-4	-1.03	0.02	-2.89	-1.30	22.75	
880750	天然气	-0.79	1599.98	-12.75	0.01	0.22	          0.02	  0.77	48|91	1	0	-1.31	7393431.50	85610.72	          1.63	          6.40	          2.64	          0.17	80737.89	-255310.64	  -0.06	0.99	-2	-0.95	-2.23	-1.49	8.36	21.92	
880604	PVDF概念	-0.81	1538.27	-12.57	0.01	-0.07	          0.04	  0.80	5|10	0	0	-1.80	1629846.38	20407.43	          2.88	          4.75	          1.64	          0.48	11101.18	-81654.32	  -0.15	1.18	-3	-0.90	-0.57	-0.36	8.56	14.86	
880714	氟概念	-0.84	4050.51	-34.13	0.02	-0.01	          0.04	  1.01	23|35	1	0	-1.54	5190533.00	56459.60	          4.06	          6.47	          1.82	          0.51	39311.77	-281817.00	  -0.22	0.99	-3	-0.46	-0.01	-2.48	4.43	14.14	
