代码	名称	涨幅%	现价	涨跌	涨速%	开盘%	开盘换手Z	量比	涨跌数	涨停数	跌停数	3日涨幅%	总金额	开盘金额	换手%	换手Z	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	开盘昨比%	连涨天	昨涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	
880579	智谱AI	0.75	1414.42	10.53	0.02	-0.14	          0.03	  0.69	50|19	1	0	-3.02	3711982.00	29602.37	          3.34	          4.70	          2.69	          0.74	41335.60	-5004.80	  -0.00	0.65	1	-2.82	-2.90	-4.01	-3.19	7.94	
880716	光刻机	0.74	3655.69	27.02	0.01	-0.10	          0.03	  1.05	75|41	1	0	-1.00	5651681.00	45960.54	          4.02	          6.31	          2.26	          0.99	52928.92	-135014.09	  -0.09	0.81	1	-0.68	1.76	-3.89	1.82	15.89	
880945	OLED概念	0.74	2397.96	17.52	0.00	-0.01	          0.02	  1.03	80|66	4	1	-1.08	11184926.00	73211.88	          3.28	          4.37	          2.32	          0.62	107511.80	-18330.42	  -0.01	0.73	1	-1.11	1.70	-3.01	3.40	15.98	
880962	百度概念	0.72	2045.94	14.61	0.03	-0.32	          0.03	  0.80	158|64	2	1	-2.60	14754719.00	145487.34	          3.46	          4.92	          2.72	          0.73	165768.39	-332564.47	  -0.08	0.84	1	-2.29	-1.38	-2.30	-1.18	7.60	
880965	超清视频	0.72	2511.46	17.86	0.03	-0.20	          0.02	  0.97	61|33	1	0	-1.18	7500196.00	53182.72	          3.15	          4.13	          2.19	          0.47	67987.05	156507.14	   0.07	0.81	1	-1.05	0.86	-1.51	1.69	9.01	
880743	物业管理概念	0.72	1332.81	9.47	0.02	0.08	          0.02	  0.94	125|46	4	0	-0.46	3634174.75	39115.64	          1.86	          3.44	          2.97	          0.14	44585.78	-27022.13	  -0.02	0.99	1	-0.36	1.23	-0.48	-2.38	1.48	
880577	安防服务	0.72	5936.26	42.15	0.00	-0.12	          0.02	  0.78	91|40	1	0	-2.39	5682011.50	40783.31	          2.56	          3.84	          3.22	          0.70	75494.60	53832.91	   0.03	0.68	1	-1.88	-0.76	-2.26	0.01	5.57	
880740	新型烟草	0.70	1634.65	11.41	0.00	-0.12	          0.02	  0.92	35|20	1	0	-1.01	2729601.50	15867.25	          3.16	          5.28	          2.48	          0.83	27996.57	48250.93	   0.06	0.54	1	-1.11	2.17	-1.52	1.76	13.26	
880654	ChatGPT概念	0.70	1899.74	13.20	0.02	-0.16	          0.02	  0.77	99|38	0	0	-2.44	6029927.50	45421.84	          2.96	          3.88	          2.67	          0.56	66533.38	-68050.43	  -0.03	0.63	1	-2.21	-2.24	-3.88	-4.21	4.45	
880623	肝炎概念	0.69	1285.95	8.87	0.02	-0.01	          0.01	  0.97	101|34	1	1	-0.09	2040213.88	15502.26	          1.63	          2.51	          2.37	          0.23	20063.23	-8438.58	  -0.01	0.75	1	-0.14	1.07	0.18	-1.86	-0.14	
880596	体育概念	0.69	1862.80	12.82	0.02	-0.17	          0.02	  1.12	78|43	4	0	-0.94	2852213.25	25538.04	          2.27	          4.30	          2.23	          0.18	26387.87	74986.04	   0.06	0.81	1	-0.79	0.50	-1.03	-3.14	3.59	
880561	折叠屏	0.69	2391.56	16.37	0.01	-0.13	          0.04	  0.98	61|53	2	0	-1.19	7722473.00	66056.81	          3.38	          4.50	          2.29	          0.51	73306.93	-302812.56	  -0.17	0.81	1	-1.15	1.94	-0.79	5.41	16.50	
880606	辅助生殖	0.69	1086.28	7.40	0.00	-0.13	          0.01	  0.92	53|22	1	0	-0.16	1461214.88	11674.76	          1.70	          2.70	          2.45	          0.28	14812.37	-1635.07	  -0.00	0.79	2	0.19	1.00	0.25	-1.13	5.07	
880707	宠物经济	0.68	1381.15	9.39	0.02	-0.09	          0.01	  1.07	90|35	1	0	0.10	2213895.00	19082.34	          2.00	          3.15	          2.64	          0.37	24168.24	-11051.16	  -0.01	0.93	2	0.11	1.30	-0.31	-3.21	0.08	
880615	家庭医生	0.66	1308.26	8.63	0.01	-0.00	          0.00	  0.87	18|5	0	0	-1.56	1087445.75	4473.77	          1.63	          2.04	          1.93	          0.24	8726.83	-43666.77	  -0.04	0.50	1	-0.93	-0.98	-1.67	-2.93	-1.24	
880572	新零售	0.66	1390.85	9.16	0.03	-0.04	          0.01	  1.16	224|92	5	0	-0.51	6258062.00	49596.01	          2.10	          3.57	          2.60	          0.21	67315.30	59997.39	   0.02	0.86	1	-0.36	0.54	-0.95	-5.00	-1.41	
880651	旅游概念	0.64	1400.27	8.97	0.05	-0.03	          0.02	  0.97	97|49	3	0	0.12	4131558.25	34219.76	          2.33	          4.04	          2.59	          0.26	44299.47	6441.78	   0.00	0.74	1	-0.26	1.23	0.08	-1.46	4.31	
880506	5G概念	0.64	3444.44	22.00	0.02	-0.23	          0.03	  0.86	277|159	2	1	-2.47	36719916.00	282527.66	          2.71	          5.06	          2.89	          0.95	439271.44	-80731.34	  -0.01	0.74	1	-1.72	0.80	-2.54	4.00	12.53	
880942	虚拟现实	0.64	1260.05	7.96	0.01	-0.16	          0.02	  0.94	181|83	2	0	-1.79	14038005.00	125464.55	          2.90	          4.12	          2.73	          0.53	158574.19	-236297.42	  -0.04	0.84	1	-1.56	-0.00	-2.10	0.14	7.24	
880592	互联金融	0.63	3384.19	21.22	0.02	0.18	          0.03	  0.84	136|68	3	1	-1.70	6718286.00	65924.87	          2.38	          3.85	          2.74	          0.36	76168.40	-35952.43	  -0.01	0.87	1	-2.00	-0.67	-1.82	-1.90	2.11	
880546	卫星导航	0.63	3790.66	23.77	0.03	-0.12	          0.03	  0.78	181|91	3	0	-3.06	15646584.00	131579.81	          2.11	          4.18	          2.91	          0.66	188363.58	-566581.25	  -0.12	0.72	1	-1.95	-1.14	-5.85	-1.42	13.28	
880720	抖音概念	0.63	1276.32	7.98	0.04	-0.29	          0.03	  0.82	169|68	1	1	-2.10	15008293.00	128904.84	          3.30	          4.75	          2.87	          0.85	177925.33	62673.71	   0.01	0.80	1	-1.87	-0.88	-2.55	-2.60	6.64	
880941	跨境电商	0.63	1502.30	9.35	0.04	-0.11	          0.02	  0.94	212|105	3	0	-0.89	8629285.00	73901.93	          2.44	          4.13	          2.77	          0.34	98822.55	35948.75	   0.01	0.83	1	-0.56	0.55	-1.09	-2.56	2.41	
880766	幽门螺杆菌	0.62	998.31	6.19	0.02	0.17	          0.02	  1.08	56|16	1	0	-0.04	965172.44	11401.37	          1.78	          2.81	          2.35	          0.21	9398.89	-12450.36	  -0.02	1.21	2	0.14	1.13	0.68	-1.83	-1.09	
880669	算力租赁	0.61	1435.86	8.73	0.03	-0.27	          0.03	  0.77	110|69	2	0	-2.91	14433216.00	157482.17	          3.38	          6.78	          2.76	          0.56	164813.20	-252547.89	  -0.05	0.85	1	-2.87	-2.16	-1.20	3.31	9.74	
880953	租购同权	0.61	821.28	4.98	-0.03	0.04	          0.01	  1.13	16|9	0	0	-0.83	662313.00	5037.49	          1.83	          3.58	          2.02	          0.10	5548.90	-14543.62	  -0.03	0.74	1	-0.49	0.84	-0.62	-3.10	2.09	
880916	国产软件	0.60	2685.64	15.92	0.01	-0.05	          0.03	  0.71	165|97	3	1	-2.75	10265758.00	98398.90	          3.15	          4.49	          3.00	          0.78	127179.16	-228324.56	  -0.07	0.79	1	-2.23	-1.68	-2.42	-0.83	5.73	
880662	时空大数据	0.58	1553.96	8.94	0.04	-0.27	          0.04	  0.77	32|14	0	0	-2.91	1804171.63	18759.27	          3.87	          4.88	          3.62	          0.80	26889.42	-33014.73	  -0.07	0.76	1	-1.99	-2.33	-3.95	-1.26	4.26	
880933	智能医疗	0.58	1973.21	11.30	0.01	-0.12	          0.02	  0.93	130|66	2	0	-1.28	7226126.50	68025.51	          2.39	          3.49	          2.46	          0.32	73694.41	-110349.11	  -0.04	0.87	1	-1.04	0.28	-0.32	0.21	6.29	
880914	军贸概念	0.57	1325.54	7.57	0.01	0.19	          0.01	  0.81	15|11	0	0	-3.75	1283281.50	6090.04	          1.79	          3.78	          2.48	          0.47	13155.02	16889.09	   0.02	0.47	1	-1.83	-5.45	-10.39	-0.94	8.12	
880528	军工信息化	0.56	1825.70	10.17	0.04	-0.03	          0.03	  0.73	75|38	1	0	-3.77	4835573.00	40099.92	          3.83	          5.40	          3.46	          1.11	68996.30	-80224.87	  -0.06	0.70	1	-2.13	-2.80	-7.49	-2.55	8.15	
880681	减肥药	0.55	1242.26	6.85	0.00	-0.15	          0.01	  1.16	40|20	0	0	-0.16	1465415.75	7522.57	          1.34	          2.33	          2.27	          0.30	13814.99	32774.86	   0.03	0.59	2	0.17	1.51	-0.20	-3.02	0.15	
880533	物联网	0.55	2493.85	13.75	0.02	-0.09	          0.02	  0.85	309|186	8	3	-2.07	27767656.00	201875.08	          2.56	          4.33	          2.57	          0.54	295375.66	-289137.47	  -0.03	0.71	1	-1.47	-0.13	-1.10	1.13	7.35	
880667	数据要素	0.55	1243.41	6.79	0.02	-0.12	          0.03	  0.84	247|132	5	0	-2.35	14598216.00	133962.72	          2.33	          4.27	          2.76	          0.41	166535.17	-318167.84	  -0.06	0.75	1	-2.03	-1.38	-2.02	-1.08	6.21	
880954	大数据	0.55	1877.26	10.21	0.02	-0.15	          0.03	  0.84	174|94	5	0	-2.61	16281385.00	186542.91	          2.68	          4.96	          2.92	          0.51	196545.73	-288694.69	  -0.05	0.97	1	-2.16	-1.65	-2.11	-0.37	7.21	
880693	多模态AI	0.55	1404.67	7.63	0.02	-0.21	          0.03	  0.70	98|46	1	0	-3.17	7405749.00	62231.13	          3.27	          4.53	          3.23	          0.82	98763.57	-156569.19	  -0.07	0.67	1	-2.45	-2.62	-3.36	-2.42	9.93	
880545	云计算	0.54	3458.80	18.71	0.02	-0.27	          0.03	  0.73	121|78	2	2	-3.15	16705800.00	153319.31	          2.51	          4.86	          2.90	          0.68	200422.19	-136987.44	  -0.02	0.78	1	-2.71	-1.86	-2.25	0.12	6.62	
880652	创新药	0.54	1194.71	6.39	0.01	-0.07	          0.01	  0.93	178|87	1	0	-0.69	4892765.50	24726.80	          1.35	          2.20	          2.25	          0.23	45591.76	-7396.25	  -0.00	0.50	1	-0.40	0.64	0.29	-2.29	0.03	
880547	玻璃基板	0.54	2155.57	11.51	0.05	0.23	          0.03	  0.96	14|8	0	0	-1.24	1411778.75	8414.31	          5.34	          7.80	          2.88	          1.63	16837.02	-30692.20	  -0.11	0.62	1	-1.71	1.65	0.46	10.58	27.97	
880567	海南自贸	0.53	4786.35	25.41	0.04	-0.18	          0.05	  0.86	33|13	1	0	-0.62	3141931.50	40049.60	          3.25	          5.12	          2.70	          0.27	35148.80	-40657.20	  -0.05	1.14	1	-0.98	-0.24	-1.44	0.03	2.65	
880607	东数西算	0.53	1910.30	10.12	0.03	-0.19	          0.04	  0.81	218|140	5	2	-2.81	31750864.00	305111.19	          4.54	          7.16	          2.76	          1.05	362292.84	-503707.25	  -0.06	0.85	1	-2.43	-1.19	-1.55	3.82	12.64	
880921	阿里概念	0.53	1911.60	10.12	0.02	-0.20	          0.03	  0.83	218|120	3	0	-2.42	24388608.00	246447.13	          3.24	          5.54	          2.62	          0.64	264752.34	-411381.75	  -0.05	0.87	1	-2.18	-1.12	-2.18	-1.21	7.46	
880597	养老概念	0.53	1669.73	8.78	0.02	-0.10	          0.02	  0.92	138|62	3	0	-0.65	4407421.00	46490.31	          1.65	          2.96	          2.58	          0.20	46980.30	-74027.52	  -0.03	0.98	1	-0.26	0.67	-0.23	-2.01	2.39	
880593	婴童概念	0.52	2926.50	15.26	0.02	-0.17	          0.02	  0.92	146|59	1	0	-0.88	3848612.25	39858.26	          2.12	          3.43	          2.81	          0.33	44778.70	-55599.72	  -0.03	0.96	1	-0.23	0.43	-1.02	-2.47	1.82	
880919	粤港澳	0.52	2304.80	11.90	0.03	-0.01	          0.03	  0.93	205|139	5	1	-1.05	15124041.00	129868.48	          2.66	          4.53	          2.64	          0.52	165512.81	86266.27	   0.02	0.84	1	-0.84	1.23	-0.57	1.64	8.04	
880530	合成生物	0.49	1375.09	6.70	0.01	0.10	          0.02	  1.07	95|61	0	0	0.46	4360844.50	33612.74	          2.97	          4.49	          2.14	          0.37	38695.32	-47390.52	  -0.03	0.80	2	0.14	1.79	0.43	-0.01	7.18	
880757	冷链物流	0.49	1492.04	7.22	0.03	0.03	          0.02	  1.08	78|61	3	1	-0.60	4483486.00	41598.57	          1.96	          3.72	          2.81	          0.30	52111.77	183061.81	   0.10	1.01	1	-0.60	1.06	-0.72	0.39	4.76	
880901	信息安全	0.48	2553.84	12.31	0.01	-0.17	          0.03	  0.71	126|84	5	1	-3.18	10824481.00	101388.21	          3.30	          4.93	          3.15	          0.82	140831.95	-127505.20	  -0.04	0.75	1	-2.43	-1.31	-1.58	0.09	6.96	
880608	第三代半导体	0.48	1620.39	7.73	0.01	-0.12	          0.04	  0.91	95|68	1	0	-1.71	13850735.00	127440.02	          4.55	          6.66	          2.88	          1.50	165019.64	-351507.66	  -0.10	0.86	1	-1.14	1.63	-2.42	3.88	21.60	
880574	苹果概念	0.47	6784.23	31.41	0.01	-0.18	          0.02	  1.03	82|59	1	0	-1.58	12689619.00	89552.41	          2.70	          4.34	          2.54	          0.73	133556.64	-153988.70	  -0.03	0.68	1	-0.98	1.68	-2.62	4.73	15.86	
880939	无人机	0.46	1049.61	4.83	0.03	-0.11	          0.02	  0.86	260|185	5	0	-2.56	20569800.00	156945.98	          3.09	          4.76	          2.74	          0.75	233437.59	-243135.69	  -0.04	0.67	1	-1.58	-0.81	-4.10	0.85	11.35	
880591	上海自贸	0.46	2802.36	12.82	0.02	-0.15	          0.01	  0.93	51|32	0	0	-0.82	3911833.50	31467.04	          1.57	          3.36	          2.12	          0.20	34329.39	38880.87	   0.02	0.81	1	-0.63	0.31	-2.30	-1.18	5.96	
880664	机器视觉	0.45	1738.54	7.82	0.01	-0.08	          0.02	  0.87	144|94	2	1	-2.44	8960801.00	57358.14	          2.67	          3.85	          2.41	          0.68	89359.98	-145588.02	  -0.04	0.64	1	-1.52	-0.47	-3.30	-0.68	9.33	
880906	智能家居	0.45	3670.71	16.31	0.02	-0.22	          0.02	  0.94	166|104	0	0	-1.23	10144879.00	84040.52	          2.03	          3.54	          2.53	          0.42	106227.30	-278891.72	  -0.06	0.80	1	-0.75	0.81	-0.63	-0.33	4.33	
880949	智慧城市	0.44	1217.97	5.37	0.02	-0.12	          0.03	  0.87	227|147	7	1	-2.30	15558890.00	167645.36	          2.88	          4.91	          2.66	          0.50	171191.50	-863619.06	  -0.16	0.90	1	-1.73	-0.94	-1.54	0.20	6.03	
880732	AI智能体	0.44	1376.21	6.06	0.02	-0.16	          0.04	  0.87	266|148	4	1	-2.56	20317412.00	234016.72	          3.64	          5.89	          2.42	          0.49	204054.53	-849345.31	  -0.13	0.96	1	-2.05	-1.69	-2.77	-1.95	7.75	
880569	3D打印	0.44	4121.65	18.11	0.01	-0.12	          0.03	  0.97	66|65	2	0	-1.81	7567470.00	53535.73	          2.66	          4.55	          2.17	          0.71	67979.67	-246267.91	  -0.12	0.70	1	-1.15	0.65	-4.33	1.73	15.16	
880948	人工智能	0.44	1984.40	8.60	0.01	-0.11	          0.03	  0.89	633|391	9	4	-2.17	45284676.00	427206.47	          3.08	          4.96	          2.48	          0.47	464692.84	-131805.19	  -0.01	0.86	1	-1.50	-0.92	-2.43	-1.32	6.86	
880733	人脑工程	0.42	1935.76	8.07	0.01	-0.14	          0.03	  0.93	49|37	0	0	-1.19	5680871.00	52569.39	          3.23	          4.84	          2.58	          0.78	60643.74	-57924.20	  -0.03	0.85	1	-0.49	0.82	-0.48	0.68	14.26	
880661	6G概念	0.42	2297.42	9.51	0.02	-0.21	          0.03	  0.84	54|39	2	0	-3.51	9642984.00	89797.48	          1.76	          4.31	          2.76	          0.61	110057.06	-439324.06	  -0.14	0.79	1	-2.18	0.10	-5.34	3.13	21.59	
880709	人造肉	0.40	1328.61	5.33	0.02	-0.04	          0.01	  0.95	13|7	0	0	0.39	575452.75	3781.39	          2.82	          4.74	          1.95	          0.25	4645.73	-4638.55	  -0.02	0.68	1	-0.48	1.54	1.00	0.02	4.76	
880552	车联网	0.40	1674.62	6.71	0.03	-0.24	          0.02	  0.76	175|111	3	1	-2.55	12631424.00	93461.27	          2.15	          3.47	          2.65	          0.54	138471.02	-89525.86	  -0.02	0.67	1	-1.79	-1.04	-2.90	-0.74	6.55	
880673	混合现实	0.40	1784.26	7.11	0.00	-0.18	          0.02	  0.73	37|25	0	0	-1.88	3605758.00	19217.02	          2.90	          3.96	          3.47	          1.23	51632.13	-26618.06	  -0.02	0.48	1	-1.67	0.49	-1.04	4.09	15.49	
880929	维生素	0.39	1849.65	7.24	0.03	0.12	          0.01	  0.94	44|30	1	0	0.37	1620571.38	11455.23	          2.04	          3.28	          2.02	          0.19	13581.31	-45565.39	  -0.06	0.69	2	0.13	1.63	1.36	1.40	3.59	
880973	医美概念	0.38	1198.86	4.56	0.02	-0.04	          0.02	  0.92	73|27	1	0	0.16	2317770.00	25309.84	          1.87	          3.15	          2.12	          0.24	20415.49	3647.08	   0.00	1.03	2	0.38	1.76	0.18	-1.00	2.88	
880944	无人驾驶	0.38	3044.82	11.51	0.01	-0.20	          0.02	  0.88	222|162	3	0	-2.10	21327894.00	147326.27	          2.18	          3.63	          2.50	          0.61	220656.44	-9321.68	  -0.00	0.70	1	-1.23	-0.00	-3.58	-0.65	7.75	
880923	赛马概念	0.38	1143.69	4.30	0.00	-0.05	          0.02	  0.73	12|6	0	0	-1.16	879984.13	5831.92	          4.15	          6.81	          2.70	          0.18	9814.32	-23671.96	  -0.09	0.55	1	-1.27	0.55	0.08	2.72	3.13	
880523	铜缆高速连接	0.36	2362.46	8.43	0.03	-0.22	          0.03	  0.87	22|25	0	0	-3.84	5660550.50	43455.25	          3.75	          5.66	          2.65	          1.60	62116.66	-187214.44	  -0.14	0.68	1	-2.57	1.10	-3.35	6.27	19.28	
880978	DeepSeek概念	0.34	1750.43	5.85	0.02	-0.10	          0.02	  0.87	459|299	8	1	-2.10	37749180.00	364057.00	          2.35	          4.38	          2.45	          0.38	383578.94	-145794.25	  -0.01	0.85	1	-1.67	-0.98	-2.10	-0.42	7.84	
880767	电子纸	0.33	1331.20	4.44	0.03	-0.35	          0.02	  1.03	13|8	0	0	-0.79	1121343.25	6164.45	          2.71	          3.41	          2.83	          0.22	13101.77	-31351.55	  -0.09	0.64	1	-0.53	0.86	0.54	6.08	12.71	
880685	液冷服务器	0.32	2345.98	7.56	0.01	-0.18	          0.02	  0.80	91|91	0	1	-3.38	16761748.00	119038.39	          2.96	          4.96	          2.60	          0.96	180579.53	-97733.84	  -0.01	0.68	1	-2.18	0.28	-3.44	5.34	16.81	
880696	小米汽车概念	0.30	1728.80	5.24	0.03	-0.20	          0.01	  0.96	69|61	0	0	-2.11	7999872.00	57118.51	          2.16	          3.62	          2.24	          0.71	74249.83	178193.61	   0.04	0.78	1	-1.19	0.17	-3.32	-1.25	7.29	
880580	智能交通	0.30	4565.02	13.69	0.02	-0.24	          0.02	  0.76	129|78	3	0	-2.75	5984326.50	46138.85	          2.04	          3.39	          2.88	          0.41	71234.35	-198070.98	  -0.08	0.65	1	-1.74	-1.86	-2.49	-0.76	6.08	
880739	边缘计算	0.29	1938.45	5.68	0.01	-0.38	          0.03	  0.70	93|58	1	0	-3.23	8495094.00	82904.41	          3.58	          5.01	          2.78	          0.92	97610.95	-276970.69	  -0.10	0.75	1	-2.47	-2.13	-2.09	1.62	10.07	
880686	华为汽车	0.29	1775.02	5.13	0.03	-0.10	          0.02	  0.90	97|72	1	0	-2.22	7312986.00	62262.30	          2.29	          3.87	          2.41	          0.49	73029.22	-198850.77	  -0.07	0.76	1	-1.14	0.34	-3.10	-1.31	5.85	
880747	AI医疗概念	0.29	1276.11	3.65	0.01	-0.22	          0.01	  0.75	67|36	1	0	-1.50	3422399.25	24712.03	          1.80	          2.62	          2.48	          0.37	35159.04	-115057.46	  -0.06	0.61	1	-0.91	-0.45	-1.98	-3.31	1.33	
880719	地摊经济	0.27	2307.91	6.12	0.01	-0.18	          0.01	  0.95	18|7	0	0	-0.51	832319.50	4234.78	          1.40	          2.80	          2.37	          0.18	8182.94	11518.52	   0.02	0.56	1	-0.47	0.94	-1.75	-2.88	-2.18	
880540	创投概念	0.27	2062.94	5.47	0.03	-0.03	          0.03	  0.92	252|187	6	1	-1.45	21829946.00	260017.05	          2.47	          4.52	          2.43	          0.39	219542.33	-433287.56	  -0.05	1.10	1	-0.92	0.06	-1.93	-0.23	6.85	
880637	EDA概念	0.27	1335.67	3.54	0.00	-0.28	          0.01	  0.87	11|6	0	0	-1.75	694036.25	3511.09	          1.88	          3.35	          2.70	          0.55	7766.73	-11174.18	  -0.03	0.46	1	-0.81	-0.30	-4.97	-2.37	1.08	
880711	操作系统	0.26	1516.08	3.92	0.02	-0.17	          0.03	  0.70	30|25	1	1	-2.98	4082731.75	41782.67	          3.36	          4.96	          2.94	          0.86	49575.94	-129886.92	  -0.08	0.75	1	-2.54	-1.92	-2.77	-0.35	0.91	
880599	民营医院	0.25	2286.33	5.78	0.00	-0.00	          0.04	  1.05	44|30	3	1	-0.51	2556400.75	37219.11	          2.49	          3.49	          2.20	          0.18	23267.12	-87336.04	  -0.10	1.53	2	0.01	0.95	0.59	-0.09	1.41	
880799	数据中心	0.25	2069.41	5.07	0.02	-0.13	          0.03	  0.83	301|273	4	2	-3.10	54752792.00	457610.41	          3.37	          6.01	          2.55	          0.84	577555.69	236145.88	   0.02	0.79	1	-2.23	-0.69	-1.15	5.04	14.68	
880515	通达信88	0.24	2840.52	6.85	0.00	0.06	          0.01	  1.05	34|54	0	0	-0.33	20754270.00	161739.98	          0.79	          2.30	          2.07	          0.20	178615.09	-227073.23	  -0.01	0.83	1	-0.18	1.75	0.38	0.41	-0.24	
880764	鸡肉	0.24	939.39	2.24	0.06	0.12	          0.01	  0.93	14|7	0	0	-0.13	481496.31	2720.77	          1.66	          2.52	          1.91	          0.15	3821.16	-22534.56	  -0.08	0.60	1	-0.96	0.83	2.58	1.21	2.69	
880658	高压快充	0.23	1717.64	3.96	0.00	-0.05	          0.04	  0.80	55|56	0	0	-3.32	8822785.00	74531.41	          4.01	          5.92	          2.51	          1.37	91824.13	-127621.53	  -0.07	0.79	1	-2.06	-0.90	0.28	6.00	15.70	
880516	ST板块	0.23	1341.57	3.08	0.01	0.02	          0.03	  0.85	91|75	16	5	-0.79	1251362.25	20825.38	          1.53	          2.33	          2.93	          0.12	15136.26	-56837.17	  -0.08	1.53	1	-0.42	1.58	0.24	4.81	10.36	
880904	机器人概念	0.21	5439.36	11.56	0.02	-0.07	          0.02	  0.90	612|523	11	4	-2.12	52301060.00	408618.91	          2.73	          4.65	          2.50	          0.55	542238.31	-250946.36	  -0.01	0.76	1	-1.14	-0.19	-2.74	-0.25	8.28	
880725	MiniLED	0.18	1299.34	2.31	0.03	-0.13	          0.03	  0.96	47|50	0	0	-1.43	8232911.50	62802.79	          3.73	          5.00	          2.74	          0.71	93369.14	-167110.66	  -0.08	0.74	1	-1.14	1.81	1.05	7.24	19.56	
880695	PEEK材料	0.17	2022.49	3.49	0.00	-0.11	          0.02	  0.99	26|25	0	0	-1.26	2178732.75	14522.33	          2.77	          4.38	          2.21	          0.71	19936.26	-117160.55	  -0.15	0.60	1	-1.26	1.36	-3.98	-2.17	9.15	
880755	钠电池	0.17	1166.37	2.01	0.03	-0.02	          0.03	  0.97	66|68	2	0	-0.33	11929017.00	122607.59	          3.09	          5.31	          2.19	          0.71	108087.70	-5926.09	  -0.00	0.98	1	-0.12	3.03	1.88	5.58	12.97	
880670	光通信	0.17	2410.09	4.01	0.03	-0.18	          0.04	  0.88	69|55	1	0	-2.88	19712738.00	176926.27	          5.00	          7.64	          2.42	          1.23	197815.50	-237590.13	  -0.05	0.86	1	-1.99	2.32	-1.16	9.34	22.06	
880549	可燃冰	0.16	2491.06	4.06	-0.06	0.73	          0.02	  0.76	10|14	1	0	-2.61	2178689.25	22727.58	          1.41	          5.97	          2.44	          0.16	22061.26	12594.74	   0.01	1.12	1	-1.96	-5.39	-6.11	8.54	40.13	
880522	低空经济	0.16	1959.07	3.08	0.02	-0.12	          0.03	  0.95	257|220	2	2	-2.61	24293054.00	229131.64	          3.36	          5.71	          2.55	          0.52	256111.41	-854871.63	  -0.11	0.84	1	-1.58	-0.64	-3.68	-0.47	10.01	
880741	代糖概念	0.16	1271.36	1.99	0.03	0.22	          0.03	  0.94	12|12	0	0	-0.09	877807.00	9520.75	          3.91	          6.92	          2.26	          0.34	8239.21	-21471.56	  -0.08	1.10	1	-0.67	2.16	1.67	5.83	19.09	
880795	口罩防护	0.15	2256.54	3.43	0.01	-0.14	          0.03	  0.99	98|86	4	0	-0.77	11033635.00	102303.92	          3.36	          5.40	          2.46	          0.62	112377.86	157988.45	   0.04	0.91	1	-0.14	1.10	-0.28	1.55	8.52	
880557	生物疫苗	0.15	3184.54	4.74	0.01	-0.16	          0.01	  0.82	47|22	0	1	-0.35	1398231.00	9516.64	          1.49	          2.65	          2.32	          0.19	13424.74	-13618.74	  -0.01	0.64	1	-0.12	0.59	-0.04	-1.33	-2.01	
880703	人形机器人	0.13	2324.63	2.95	0.02	-0.13	          0.01	  0.88	211|203	3	1	-2.26	20911558.00	124411.21	          2.26	          3.70	          2.32	          0.65	200939.92	68747.27	   0.01	0.60	1	-1.26	-0.00	-4.12	-2.14	5.42	
880507	国防军工	0.11	2339.76	2.60	0.03	-0.01	          0.03	  0.91	279|240	3	1	-3.32	29011270.00	272103.81	          4.06	          6.52	          2.67	          0.77	320346.53	-921766.31	  -0.12	0.83	1	-1.70	-1.80	-6.01	0.24	13.96	
880943	量子科技	0.10	2148.17	2.18	0.02	-0.10	          0.03	  0.77	58|48	1	0	-2.69	9377001.00	95866.30	          1.65	          3.93	          2.61	          0.53	101111.40	-407136.66	  -0.13	0.80	1	-2.01	-0.59	-2.04	1.49	12.36	
880955	乡村振兴	0.09	1803.84	1.64	0.04	0.03	          0.04	  1.09	206|166	5	1	-0.83	17459760.00	199168.45	          3.41	          5.81	          2.37	          0.37	171312.75	-673053.50	  -0.14	1.09	1	-0.54	0.20	-0.01	1.80	6.72	
880951	新能源车	0.09	2083.59	1.83	0.02	-0.12	          0.02	  0.96	500|498	7	3	-2.03	52662400.00	408437.56	          2.78	          4.79	          2.47	          0.64	537785.13	-63693.62	  -0.00	0.75	1	-1.07	0.65	-2.43	1.19	10.52	
880968	胎压监测	0.07	2486.20	1.68	0.01	-0.29	          0.01	  0.90	14|13	0	0	-1.80	1013172.81	5021.50	          2.32	          3.61	          2.16	          0.50	9065.37	44311.76	   0.12	0.51	1	-0.95	-0.41	-2.71	-1.72	5.32	
880548	商业航天	0.07	2276.10	1.53	0.02	-0.00	          0.03	  0.93	252|231	3	1	-3.27	32469794.00	301060.19	          2.89	          5.54	          2.63	          0.66	354018.91	-1206957.63	  -0.13	0.83	1	-1.84	-1.32	-5.62	-0.41	19.98	
880742	固态电池	0.06	1358.28	0.81	0.02	-0.03	          0.03	  0.94	132|152	3	0	-1.01	19537606.00	177143.02	          2.91	          4.88	          2.10	          0.65	170229.77	-312682.91	  -0.04	0.82	1	-0.52	2.70	-0.58	4.32	13.84	
880902	特斯拉概念	0.05	6039.77	3.12	0.02	-0.11	          0.02	  1.04	123|138	2	0	-2.08	19358044.00	168757.88	          2.91	          4.84	          2.41	          0.77	192892.11	-521416.28	  -0.07	0.83	1	-1.11	0.81	-2.82	0.15	10.32	
